,host_material,semiconductor_2,semiconductor_3,semiconductor_1_pct,semiconductor_2_pct,co_catalyst,co_catalyst_wt_pct,form,structure,bandgap_eV,full_catalyst,preparation_semiconductor,calcination_temp_semiconductor_C,calcination_time_semiconductor_h,preparation_photocatalyst,calcination_temp_photocatalyst_C,calcination_time_photocatalyst_h,light_type,light_source_type,light_power_W,light_power_reported,wavelength_cutoff_nm,is_xe_lamp,is_hg_lamp,is_led,is_uv,is_visible_light,catalyst_loading_g_L,catalyst_loading_mg,catalyst_loading_reported,reaction_volume_mL,glycerol_concentration_v_pct,glycerol_concentration_std,glycerol_concentration_reported,temperature_C,pH,HER_reported,HER_std_umol_g_h,DOI,source_url,paper_title,journal,year,authors,data_quality_flag,data_quality_note,confidence_HER,confidence_loading,confidence_volume,confidence_light,confidence_wavelength,confidence_pH,confidence_bandgap,metadata_completeness_score,experiment_hash,semi_bandgap_eV,semi_electron_affinity_eV,semi_dielectric,semi_crystal,semi_density,cocat_work_function,cocat_d_band_center,cocat_atomic_radius,cocat_electronegativity,cocat_price,log_HER
126,tio2,,,100.0,,co,2.0,hollow sphere,anatase,2.8,2wt%co/tio2,hydrothermal,,0.0,impregnation,450.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,1859 μmol g⁻¹ h⁻¹,1859.0,10.1016/j.apcatb.2017.09.072,https://doi.org/10.1016/j.apcatb.2017.09.072,preparation and characterization of metals supported on nanostructured tio2 hollow spheres for production of hydrogen via photocatalytic reforming of glycerol,applied catalysis b: environmental,2018.0,seadira et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,ac7145690180c6a1,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,7.528331766707247
125,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,20.0,2.7386,20 vol%,25.0,,8718.9 μmol g⁻¹ h⁻¹,8718.9,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,f46009071c0d5ce3,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.07336304894736
124,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,18.0,2.4648,18 vol%,25.0,,8843.9 μmol g⁻¹ h⁻¹,8843.9,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (18.0/100×1261)/92.09 = 2.4648 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,f692560d4dbe303c,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.087596300707476
123,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,16.0,2.1909,16 vol%,25.0,,8968.7 μmol g⁻¹ h⁻¹,8968.7,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (16.0/100×1261)/92.09 = 2.1909 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,76965ae3730363aa,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.101607509677498
122,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,14.0,1.917,14 vol%,25.0,,9093.8 μmol g⁻¹ h⁻¹,9093.8,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (14.0/100×1261)/92.09 = 1.9170 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,853afed29a06d7d9,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.115458100605984
121,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,12.0,1.6432,12 vol%,25.0,,9154.7 μmol g⁻¹ h⁻¹,9154.7,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (12.0/100×1261)/92.09 = 1.6432 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,c31ce61acb4748ae,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.122131915135922
120,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,10.0,1.3693,10 vol%,25.0,,9279.7 μmol g⁻¹ h⁻¹,9279.7,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,32d9becc77f061a8,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.135692253969951
119,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,8.0,1.0955,8 vol%,25.0,,9725.3 μmol g⁻¹ h⁻¹,9725.3,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (8.0/100×1261)/92.09 = 1.0955 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,f4b758f061c132ec,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.182588835645339
145,tio2,,,100.0,,cr,2.0,hollow sphere,anatase,2.35,2wt%cr/tio2,hydrothermal,,0.0,impregnation,450.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,594 μmol g⁻¹ h⁻¹,594.0,10.1016/j.apcatb.2017.09.072,https://doi.org/10.1016/j.apcatb.2017.09.072,preparation and characterization of metals supported on nanostructured tio2 hollow spheres for production of hydrogen via photocatalytic reforming of glycerol,applied catalysis b: environmental,2018.0,seadira et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,931bc6e81e79e6fc,3.2,4.21,86.0,1.0,3.89,4.9,-2.0,130.0,2.0,3.0,6.38856140554563
793,g-c3n4,bi2o3,,97.0,,,,nanocomposite,,2.41,g-c3n4/bi2o3,hard-template,,0.0,sonication,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,1025.74 μmol g⁻¹ h⁻¹,1025.74,10.1016/j.ijhydene.2017.11.090,https://doi.org/10.1016/j.ijhydene.2017.11.090,lab scale optimization of various factors for photocatalytic hydrogen generation over low cost cu0.02ti0.98o2-δ photocatalyst under uv/visible irradiation and sunlight,international journal of hydrogen energy,2018.0,rawool et al.,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,03ed53375016638e,2.7,4.3,3.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,6.93414401332004
792,g-c3n4,bi2o3,,99.0,,,,nanocomposite,,2.56,g-c3n4/bi2o3,hard-template,,0.0,sonication,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,684.06 μmol g⁻¹ h⁻¹,684.06,10.1016/j.ijhydene.2017.11.090,https://doi.org/10.1016/j.ijhydene.2017.11.090,lab scale optimization of various factors for photocatalytic hydrogen generation over low cost cu0.02ti0.98o2-δ photocatalyst under uv/visible irradiation and sunlight,international journal of hydrogen energy,2018.0,rawool et al.,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,f8c23c1b7f5a3ae4,2.7,4.3,3.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,6.529506425667212
791,g-c3n4,bi2o3,,99.5,,,,nanocomposite,,2.69,g-c3n4/bi2o3,hard-template,,0.0,sonication,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,161.29 μmol g⁻¹ h⁻¹,161.29,10.1016/j.ijhydene.2017.11.090,https://doi.org/10.1016/j.ijhydene.2017.11.090,lab scale optimization of various factors for photocatalytic hydrogen generation over low cost cu0.02ti0.98o2-δ photocatalyst under uv/visible irradiation and sunlight,international journal of hydrogen energy,2018.0,rawool et al.,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,ffef9c1e586f32ba,2.7,4.3,3.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,5.089384858327791
790,g-c3n4,,,100.0,,,,nanoparticle,,2.71,g-c3n4,,,0.0,hard-template,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,55.35 μmol g⁻¹ h⁻¹,55.35,10.1016/j.ijhydene.2017.11.090,https://doi.org/10.1016/j.ijhydene.2017.11.090,lab scale optimization of various factors for photocatalytic hydrogen generation over low cost cu0.02ti0.98o2-δ photocatalyst under uv/visible irradiation and sunlight,international journal of hydrogen energy,2018.0,rawool et al.,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,a78db1474878d0a4,2.7,4.3,3.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,4.031582240485785
789,bi2o3,,,100.0,,,,nanoparticle,,2.5,bi2o3,,,0.0,sol-gel,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,24.61 μmol g⁻¹ h⁻¹,24.61,10.1016/j.ijhydene.2017.11.090,https://doi.org/10.1016/j.ijhydene.2017.11.090,lab scale optimization of various factors for photocatalytic hydrogen generation over low cost cu0.02ti0.98o2-δ photocatalyst under uv/visible irradiation and sunlight,international journal of hydrogen energy,2018.0,rawool et al.,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,3b314a505a1f9996,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.242982900211434
787,zn2tio4,,,100.0,,,,nanoparticle,,3.0,zn2tio4,,,0.0,solid-state,1000.0,2.0,visible,,,,,0,0,0,0,1,0.2,10.0,0.2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,467 μmol g⁻¹ h⁻¹,467.0,10.1007/s12039-016-1061-9,https://doi.org/10.1007/s12039-016-1061-9,co-catalyst free titanate nanorods for improved hydrogen production under solar light irradiation,journal of chemical sciences,2016.0,reddy et al.,needs_review,catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,722e06540d9d95fc,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.148468295917647
786,zn2tio4,,,100.0,,,,nanoparticle,,3.0,zn2tio4,,,0.0,solid-state,1000.0,2.0,visible,,,,,0,0,0,0,1,0.2,10.0,0.2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,529 μmol g⁻¹ h⁻¹,529.0,10.1002/smll.202001024,https://doi.org/10.1002/smll.202001024,enhanced photocatalytic h2-production activity of cds quantum dots using sn2+ as cocatalyst under visible light irradiation,,2020.0,xiang et al.,needs_review,catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,9d1c509b71ae89d2,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.272877006546167
784,zno,,,100.0,,,,nanorod,,3.27,zno,,,0.0,water bath,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,6.0,60.0,6 g/l,10.0,5.0,0.6847,5 vol%,,,45.62 μmol g⁻¹ h⁻¹,45.62,10.1007/s11051-020-04989-2,https://doi.org/10.1007/s11051-020-04989-2,one-step sol-gel synthesis of pbtio3 nanosheets and photocatalytic enhancement through decoration by platinum,journal of nanoparticle research,2020.0,kadi and m. w. and r. m. mohamed,needs_review,"catalyst loading calc: 6.0 g/l × 10.0 ml = 60.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,high,0.375,d860b18759c04e20,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,3.842029633607611
770,zno,zns,,51.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,,,293.64 μmol g⁻¹ h⁻¹,293.64,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,"catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,82256d49de4da577,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.68575427213681
769,zno,zns,,58.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,,,269.09 μmol g⁻¹ h⁻¹,269.09,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,"catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,c4e6bce56b180478,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.598755236788495
768,zno,zns,,63.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,,,388.4 μmol g⁻¹ h⁻¹,388.4,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,"catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,2f6b5ab18d2ba435,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.964607092938099
767,zno,zns,,74.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,,,313.64 μmol g⁻¹ h⁻¹,313.64,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,"catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,d6c56c907f8da091,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.751429128123554
118,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,6.0,0.8216,6 vol%,25.0,,10491 μmol g⁻¹ h⁻¹,10491.0,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (6.0/100×1261)/92.09 = 0.8216 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,0ad96d23a5ab24f3,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.258368340986765
117,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,11547 μmol g⁻¹ h⁻¹,11547.0,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,00036ea572c96e60,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.354267540782825
116,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,4.0,0.5477,4 vol%,25.0,,8853.5 μmol g⁻¹ h⁻¹,8853.5,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (4.0/100×1261)/92.09 = 0.5477 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,4eab3472d161b35e,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,9.088681083348854
115,tio2,,,100.0,,co,1.0,nanoparticle,anatase-rutile,2.8,1wt%co/tio2,,,0.0,impregnation,400.0,5.0,visible,,,,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,2.0,0.2739,2 vol%,25.0,,6029.7 μmol g⁻¹ h⁻¹,6029.7,10.1016/j.ijhydene.2013.05.116,https://doi.org/10.1016/j.ijhydene.2013.05.116,cobalt doped tio2: a stable and efficient photocatalyst for continuous hydrogen production from glycerol: water mixtures under solar light irradiation,international journal of hydrogen energy,2013.0,sadanandam et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (2.0/100×1261)/92.09 = 0.2739 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.375,d9083d69028fcd47,3.2,4.21,86.0,1.0,3.89,5.0,-1.17,125.0,1.88,2.0,8.704618369219235
872,ceo2,go,,,1.0,,,nanocomposite,,,ceo2/go,,,0.0,photodeposition,,0.0,visible,xe lamp,150.0,150 w,420.0,1,0,0,0,1,1.0,5.0,1 g/l,5.0,10.0,1.3693,10 vol%,,,20 μmol g⁻¹ h⁻¹,20.0,10.3390/ma16020747,https://doi.org/10.3390/ma16020747,needs_verification,materials,2023.0,"balsamo s, a. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 5.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,3a03dec740b3d9f5,3.1,4.4,26.0,4.0,7.22,0.0,0.0,0.0,0.0,0.0,3.044522437723423
867,tio2,cunb2o6,,,2.5,,,nanocomposite,anatase,,tio2/cunb2o6,,,0.0,impregnation,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.2,10.0,0.2 g/l,50.0,10.0,1.3693,10 vol%,,,8700 μmol g⁻¹ h⁻¹,8700.0,10.1021/acsaem,https://doi.org/10.1021/acsaem,needs_verification,materials,2023.0,"ravi, p. et al.",needs_review,"catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,2951aaec351c9faf,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,9.071193240566025
866,tio2,,,100.0,,,,nanoparticle,anatase,,tio2,,,0.0,,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.1,5.0,0.1 g/l,50.0,10.0,1.3693,10 vol%,,,3000 μmol g⁻¹ h⁻¹,3000.0,10.1016/j.ijhydene.2018.12.095,https://doi.org/10.1016/j.ijhydene.2018.12.095,la-modified tio2/carbon nanotubes assembly nanocomposite for efficient photocatalytic hydrogen evolution from glycerol-water mixture,international journal of hydrogen energy,2019.0,tahir,needs_review,"catalyst loading calc: 0.1 g/l × 50.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,ceba2070ff3f9490,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.006700845440367
865,tio2,,,100.0,,,,nanoparticle,anatase,,tio2,,,0.0,,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.2,10.0,0.2 g/l,50.0,10.0,1.3693,10 vol%,,,3500 μmol g⁻¹ h⁻¹,3500.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,materials,2023.0,"ravi, p. et al.",needs_review,"catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,3a43700a76c91792,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.160803920954665
864,tio2,,,100.0,,,,nanoparticle,anatase,,tio2,,,0.0,,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.4,20.0,0.4 g/l,50.0,10.0,1.3693,10 vol%,,,3100 μmol g⁻¹ h⁻¹,3100.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,materials,2023.0,"ravi, p. et al.",needs_review,"catalyst loading calc: 0.4 g/l × 50.0 ml = 20.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,a36c1ef0b3cf25f5,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.03947991910045
